,page,part,speaker,speech,year
80,228,1,Mr. KENNEDY.," Not under the cir cumstances that the Senator has de scribed. Coverage_ of a religious organi zation is described in sections <3><a> of  the four parts of S. 557-dealing with  title VI, title IX, section 504 and the  Age Discrimination Act. Section <3><a>  provides  for complete coverage of a  corporation, partnership or ""other pri vate organization"" only under two cir cumstances-neither of which applies  to the situation described by the Sena tor. The first is where assistance is ex tended to the private organization ""as  a whole."" That would apply where the  Federal financial assistance is to bail  out a Chrysler or Lockheed Corp., but  not where aid is for a particular desig nated purpose. So, as the committee  report says (p. 17):  A grant  to  a  religious organization  to  enable it to extend assistance  to refugees  would not be assistance to the religious or ganization as a whole  if that is only one  among a number of activities of the organi zation.  The  second circumstance  that  re sults  in organizationwide coverage  is  where the organization is ""principally  engaged in the business of providing  education, health care, housing, social  services or parks and recreation."" The  principal occupation of a church, or a  diocese or a synagogue or another reli gious organization is by definition ""re ligious.""  So  such  an  organization  would not be covered  in its entirety  even if it conducts one or more pro grams in education or health care or  social services.  Accordingly, a religious organization  which receives limited purpose assist ance will be covered only as  to  the  ""geographically separate"" facility-to  which the assistance is extended.  As  the Senator  knows,  prior  to  Grove City we did not draw a distinc tion between  the  religious organiza tion and the nonreligious organization.  We do draw a distinction between cor porations that provide social services  whose primary purpose is social serv ices. That  is given one requirement,  and  those whose principal  interests  are others, such as religious or maybe  a private corporation. So what we are  basically saying is if you go into a par ticular parish or a particular syna gogue which  is  receiving money  in  that particular parish which is a small  area in any event, they are providing  refugee help and assistance, but they  are also providing food assistance, and  if they are getting Federal money on  refugees they cannot discriminate in  that  particular  parish  against  the  handicapped. That is the limited area.  So we draw a distinction with regard  to those institutions that are primarily  providing public  services,  and  then  within those that are primarily orien tated in a different way, a private cor poration or a religious group, we say  only  those particular separated geo graphical areas that are receiving the  assistance would be covered. But we  have not drawn a distinction on that  prior to Grove City and we never had  a problem with it. We never had any  kind of issue raised even in the course  of the hearings. There was some ques tion with  regard  to  the definition,  whether it was sufficiently clear that  we were really doing what I  just de scribed as what we are doing.  I have a  letter here from the U.S.  Catholic Conference that says:  I have been asked by your staff to provide  you with a  letter concerning one of  the  three  amendments  to  S. 557,  the Civil  Rights Restoration Act which  the United  States Catholic Conference recommended in  its testimony before your Committee. That  amendment  deals with  the  coverage  of  church institutions. The Committee Report  CS Rep 100-64) accompanying the bill which  was approved by the Senate Committee on  Labor and Human Resources and  is now  pending business before  the U.S. Senate  contains language that addresses the major  concerns on  institutional coverage which  the USCC raised in its testimony. Because  of the Committee action, the USCC is no  longer seeking such an amendment to the  bill.  So  I  think  recognizing again  that  what this bill is really talking about is  the extension of coverage. We are not  trying to change what existed prior to  the holding in Grove City understand ing the historical pattern that existed  prior to Grove City, understanding the  clarifications  that have been made  there which have been accepted not  only by the Catholic conference but a  number of other religious groups.  I  would hope that we would not further  define  this in a way which would,  I  think, undermine the central thrust of  the purpose of the legislation.  ",1988
81,228,1,Mr. HATCH.," On this point, would  the Senator yield?  ",1988
82,228,1,Mr. KENNEDY., I would rather wait.  I am not going to yield.  ,1988
83,228,1,Mr. HATCH., It is on this point.  ,1988
84,228,1,Mr. KENNEDY.,  I will yield at a  time.  ,1988
85,228,1,Mr. METZENBAUM.,  I have been  waiting patiently to clarify.  ,1988
86,228,1,Mr. KENNEDY., Then I will come  back.  ,1988
87,228,1,Mr. HATCH., Let us clarify on this  point.  ,1988
88,228,1,Mr. KENNEDY.,  Madam President.  ,1988
89,228,1,The PRESIDING OFFICER., The  Senator declines to yield. The Senator  from Ohio has the floor.  ,1988
90,228,1,Mr. HATCH., Parliamentary inquiry.  ,1988
91,228,1,The PRESIDING OFFICER., The  Senator will state his inquiry.  ,1988
92,228,1,Mr. HATCH.," The Senator has mis stated even his own bill. It seems to  me, is it not-",1988
93,228,1,Mr.  KENNEDY.,  Madam President.  ,1988
94,228,1,Mr. HATCH., Does this Senator not  have the right-,1988
95,228,1,Mr. KENNEDY., Regular order.  ,1988
96,228,1,The PRESIDING OFFICER., The  Senator from Ohio has the floor.  ,1988
97,228,1,Mr. METZENBAUM.,"  I  thank  the  Senator for that clear and cogent ex planation. My second question has to  do with the application of title VI of  the Civil Rights Act of 1964, the law  that bars discrimination in the use of  Federal  funds  on grounds  of  race,  Regular  order,  I  do  not  yield,  ",1988
98,241,1,Mr. DANFOHTH.," And  then  the  legal memorandum winds up as fol lows:  It is our conclusion that this amendment  would accomplish its intended result.  That is, the amendment I have just  sent to the desk.  It would declare, in the language of the  statute itself and not simply in the legisla tive history, that nothing in title IX could  be held to require any institution to fund or  perform abortions. The provision would, of  course, displace any contrary  regulations.  The amendment is neutral on abortion in  the sense that it would not forbid a hospital  or other covered institution from funding or  providing abortions if it should so choose.  ",1988
99,254,1,The PRESIDING OFFICER., The  majority leader is recognized.  ,1988
100,254,1,Mr. BYRD.," Mr. President, I would  be glad to yield to the distinguished  Senator  from North Carolina  if he  wishes me to.  ",1988
101,254,1,Mr. HELMS.," I thank the Senator. I  want to either see the amendment or  know how long it is. I will either have  it read or I want to read it, if I could  get a copy of it.  ",1988
102,254,1,Mr. HATCH.," Mr. President, will the  distinguished majority leader yield to  me?  ",1988
103,254,1,Mr. BYRD.," Mr. President, if the dis tinguished Senator wishes  to  see  a  copy of the motion to recommit with  instructions and the instruction I will  be very happy to not proceed until he  has had that opportunity. I ask unani mous consent that my rights to the  floor be protected meanwhile.  The PRESIDING OFFICER <Mr.  GRAHAM). Without objection, it is so  ordered.  ",1988
104,254,1,Mr. HATCH., Will the distinguished  majority leader yield for a comment?  ,1988
105,254,1,Mr. BYRD.," Yes, I yield for a com ment with my rights to the floor pro tected.  ",1988
106,254,1,The PRESIDING OFFICER., The  rights  to  the  floor of  the majority  leader will be protected.  ,1988
107,254,1,Mr. HATCH.," I have been chatting  with the majority floor managers and  they are trying to reach an accommo dation that we can resolve this matter  without going to a motion to recommit, which was done, without going  through that, plus a whole lot of other  things that we will have to go through  if we cannot accommodate each other.  I  think we are pretty close and we  might be able to resolve this. We need  just a few minutes to discuss this with  the distinguished majority floor man ager  and  the majority  leader,  of  course, and our acting minority leader.  So I would suggest that if you will give  us a few minutes we can maybe resolve  this. If we cannot, it is going to be a  long time.  ",1988
108,254,1,Mr. BYRD.," Mr. President, I have no  desire  to hold the floor.  I  intend to  offer an amendment  to  the  instruc tions and I intend to fill up the tree,  not because I want to but because I  am trying to help the manager of the  bill on this side. And I can do that.  But, at  the  same  time,  I want  to  accord Senators an opportunity to dis cuss  this matter  in  the meantime.  Maybe  it will be helpful. How  long  would the Senator suggest? Ten min utes?  ",1988
109,254,1,Mr. HATCH., Yes.  ,1988
110,254,1,Mr. BYRD.," Mr. President,  I  ask  unanimous consent that my rights to  the floor be retained, that no Senator  be  recognized  for  the making of a  motion or the offering of an amend ment or for any purpose other than to  speak and then that there be a limita tion on the time of not to exceed 10  minutes, at which time I be recognized  again.  ",1988
111,254,1,The  PRESIDING  OFFICER.,"  Is  there objection? Without objection, it  is so ordered.  RECESS FOR 10 MINUTES  ",1988
112,254,1,Mr. BYRD.," Mr. President,  I  ask  unanimous consent  that  the Senate  stand in recess for 10 minutes.  There  being  no  objection,  the  Senate, at 6:03 p.m., recessed until 6:14  p.m.; whereupon, the Senate reassem bled when called to order by the Pre siding Officer <Mr. GRAHAM).  ",1988
113,254,1,The PRESIDING OFFICER., The  majority leader.  ,1988
114,254,1,Mr. BYRD.," Mr. President, I under stand  an  additional  5 minutes  is  needed.  Mr. President, I suggest the absence  of a quorum and I ask unanimous con sent  that  at  such  time  that  the  quorum is called off, that I be recog nized.  ",1988
115,254,1,The  PRESIDING  OFFICER.,  there any objection? It is so ordered.  The clerk will call the roll.  The assistant  legislative clerk pro ceeded to call the roll.  ,1988
116,254,1,Mr. BYRD.," Mr. President,  I  ask  unanimous consent that the order for  the quorum call be rescinded.  ",1988
117,254,1,The PRESIDING OFFICER.," With out objection, it is so ordered.  ",1988
118,254,1,Mr. BYRD.," Mr. President,  I  had  hoped that it could be worked out to  the end that there would be a vote to morrow morning on the Hatch amendIs  ",1988
119,280,1,Mr.  LANTOS.," Mr. Speaker,  at  the  save  Tibet rally on the steps of the U.S. Capitol a  few weeks ago, Rabbi Herbert Morris of  the  Congregation Beth  Israel-Judea in San Fran cisco delivered a brief talk that sums up the  reason for rally and for congressional concern  over conditions  in Tibet.  Indeed,  it  is a re sounding  statement of why  all Americans  should care about what  is happening many  thousands of miles away on the ""roof of the  world.""  I would  like to place his outstanding  remarks in the RECORD  for the benefit of my  colleagues:  ""And God created man in His image, in  the  image of God He created him.""  I've  never met Tibetans; Never tasted their food;  do not know what  language  they speak;  Never walked through their villages; Never  studied  their culture;  the names of  their  cities do not come easily to my lips and their  national anthem I've never heard played.  But I do know this:  ""When God created that very first human  being, He scooped up soil from all four cor ners of this world. He took that earth-with  all of its colors, the red and brown and black  and yellow and white-and said: 'You're en titled to live and none to make you afraid.  And you don't have to be all the same color,  speak the same language, eat the same food,  worship the same God or think the same  thoughts.'""  No, I've never met a Tibetan-but he's my  brother. He's entitled to  live. That is his  right. I know that. The same God that cre ated me, created him. I know that! And I  know one more thing from the experience  and  the history and  the  teaching of my  people; to be indifferent to the fate of my  Tibetan brother will condemn him and to be  indifferent to his anguish condemns me; To  be neutral condemns him and to be neutral  to his suffering condemns me. To be silent condemns  the Tibetan  to a  cultural and  spiritual death-to be silent, to be silent condemns me.  JANET CHAMPNEY POSS  HONORED  HON. BRUCE A. MORRISON  OF CONNECTICUT  IN THE HOUSE OF REPRESENTATIVES  Wednesday, January 27, 1988  ",1988
